Name	Actor	Genre	Directors	Maturity	Story-line	Popularity	Distributed_by	Production_Company,Name,Production_Company,Distributed_by,Popularity,Story-line,Actor,Maturity,Genre,Directors
80176219,Superstition,,,,A family with supernatural abilities fights to keep their small Southern town free from sinister spirits and otherworldly possessions.,"Mario Van Peebles, Robinne Lee, Brad James",16+ ,"Series, American Programmes, Teen Programmes, Drama Programmes, Horror Programmes",
80209553,Busted!,Netflix,,"From the creators of ""Running Man"" comes this quirky game show starring Yoo Jae-suk and Lee Kwang-soo.","Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?","Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min",13+ ,"Series, Reality, Variety & Talk Shows, Asian Programmes, Mystery Programmes, Comedy Programmes",
80144146,The Investigator: A British Crime Story,ITV,,,"After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.","Mark Williams-Thomas, Rick Warden, Frances Millar",16+ ,"Series, Documentary Programmes, Crime Programmes, British Programmes, Crime Documentaries, Documentaries, True Crime Documentaries",
80187722,FIGHTWORLD,,,,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",Frank Grillo,13+ ,"Series, Documentary Programmes, American Programmes, Documentaries, Social & Cultural Documentaries",
80161702,The Confession Tapes,,,,"This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false.",,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, True Crime Documentaries, Historical Documentaries, Social & Cultural Documentaries",
80094648,I Am the Pretty Thing That Lives in the House,"
Netflix
Paris Film
Zed Filmworks
Go Insane Films
",Netflix,,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,"Ruth Wilson, Bob Balaban, Lucy Boynton",16+ ,"Thrillers, Mind Game Thrillers, Mysteries, Psychological Thrillers, Horror Films",Osgood Perkins
80158854,A StoryBots Christmas,Netflix,,Ed Asner guest stars as Santa Claus in this holiday adventure featuring characters from the award-winning franchise.,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus -- only to find he's missing.","Edward Asner, Judy Greer, Erin Fitzgerald",All ,"Animation, Kids' Music, Series, Kids’ Programmes, Education, Little Kids TV, Comedy Programmes, Little Kids, TV Cartoons, Education & Guidance","Evan Spiridellis, Jeff Gill"
80168029,The Skin of the Wolf,"
Nasa Producciones[1]
Orreaga Filmak[1]
",,,An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.,"Mario Casas, Irene Escolar, Ruth Díaz",16+ ,"Period Pieces, International Films, Spanish Films, Dramas",Samu Fuentes
80133153,Pickpockets,,,"First Spanish-language feature film by Peter Webber, director of the Oscar-nominated ""Girl with a Pearl Earring.""",Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.,"Carlos Bardem, Natalia Reyes, Emiliano Pernia",16+ ,"International Films, Latin American Films, Crime Films, Crime Dramas, Dramas, Independent Dramas, Independent Films",Peter Webber
70153385,Trailer Park Boys,"
Showcase (2001–07)
Netflix (2014–present)
",,This hit Canadian redneck mockumentary comedy series has acquired a cult following throughout the world.,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,"Mike Smith, John Paul Tremblay, Robb Wells",18+ ,"Series, Canadian TV Programmes, Crime Programmes, Comedy Programmes",
70260350,River,,,"Stellan Skarsgard also played smart troubled men in Lars von Trier's ""Nymphomaniac"" and Marvel's ""The Avengers.""",John River is a brilliant detective whose fractured mind traps him between the living and the dead.,"Stellan Skarsgård, Nicola Walker, Adeel Akhtar",16+ ,"Series, Crime Programmes, British Programmes, Drama Programmes, Mystery Programmes",
80198635,The Letdown,"
ABC (Australia)
Netflix (International)
",,,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.","Alison Bell, Duncan Fellows, Noni Hazlehurst",16+ ,"Series, Australian TV Programmes, Drama Programmes, Comedy Programmes",
80186848,Jack Whitehall: Travels with My Father,Netflix,,"Jack and Michael Whitehall previously teamed up for the talk show ""Backchat"" and co-authored the book ""Him & Me.""","Jovial comic Jack Whitehall and his stuffy father, Michael, take unusual and amusing trips to foreign lands in an attempt to strengthen their bond.","Jack Whitehall, Michael Whitehall",16+ ,"Series, Documentary Programmes, Food & Travel TV, British Programmes, Comedy Programmes, Documentaries, Travel & Adventure Documentaries",
80126569,Sandy Wexler,Happy Madison Productions,Netflix,"Adam Sandler teams up for a fourth time with director Steven Brill (""Little Nicky,"" ""Mr. Deeds,"" ""The Do-Over"").","When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.","Adam Sandler, Jennifer Hudson, Kevin James",13+ ,"Hollywood Films, Comedies",Steve Brill
80170368,Ugly Delicious,Netflix,,"Elite chefs, writers and entertainers like Jimmy Kimmel, Nick Kroll and Ali Wong join Chang's culinary adventure.","All the flavor. None of the BS. Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub.","David Chang, Peter Meehan",16+ ,"Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries, Social & Cultural Documentaries",
80126646,MeatEater,Sportsman Channel,,,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.",Steven Rinella,13+ ,"Series, Documentary Programmes, American Programmes, Documentaries, Science & Nature Documentaries",
80211136,Secret City,,,,A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.,"Anna Torv, Jacki Weaver, Dan Wyllie",16+ ,"Series, Australian TV Programmes, Award-winning TV Programmes, TV Programmes based on Books, Drama Programmes, Mystery Programmes",
80174280,Ainori Love Wagon: Asian Journey,,,,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.","Becky, Audrey, Mayuko Kawakita",13+ ,"Series, Japanese Programmes, Reality, Variety & Talk Shows, Romance Programmes, Food & Travel TV, Asian Programmes",
80095299,Ultimate Beastmaster,Netflix,,,"In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride.","Tiki Barber, CM Punk, Terry Crews",7+ ,"Series, Reality, Variety & Talk Shows, American Programmes",
80133549,Bill Burr: Walk Your Way Out,,,,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",Bill Burr,18+ ,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",Jay Karas
80115338,Llama Llama,Netflix,,Jennifer Garner stars as the voice of Mama Llama in this sweet animated series based on the award-winning books.,"Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things.","Jennifer Garner, Shayle Simons, Vania Gill",All ,"Animation, Series, TV Programmes based on Books, Kids’ Programmes, Talking-Animal Kids' TV, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance, Animal Tales",
80010655,Bloodline,,,Australian actor Ben Mendelsohn won an Emmy for his masterful performance as troubled brother Danny Rayburn.,"When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test.","Kyle Chandler, Ben Mendelsohn, Sissy Spacek",16+ ,"Series, Award-winning TV Programmes, American Programmes, Drama Programmes, Mystery Programmes",
80244019,The Resistance Banker,,Dutch FilmWorks,Award-winning director Joram Lürsen helms this World War II-set film based on the real life of Walraven (Wally) van Hall.,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.","Barry Atsma, Jacob Derwig, Pierre Bokma",16+ ,"International Films, Dramas, Biographical Dramas, Dramas based on real life, Military Dramas, Political Dramas",Joram Lürsen
80216621,Vai Anitta,Netflix,,,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.",Anitta,16+ ,"Series, Brazilian TV Programmes, Documentary Programmes, Reality, Variety & Talk Shows, Documentaries",
80215076,21 Thunder,CBC Television,,,"Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.","Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh",16+ ,"Series, Canadian TV Programmes, Crime Programmes, Drama Programmes",
80062112,LEGO Bionicle: The Journey to One,,,,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,"Nolan Balzer, Paolo Bryant, Jacqui Fox",7+ ,"Animation, Series, Kids’ Programmes, TV Cartoons",
80987753,The Degenerates,Arco Film,"
Cineriz (Italy)
United Artists (US, Europe)
",,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,"Brad Williams, Christina Pazsitzky, Big Jay Oakerson",16+ ,"Series, American Programmes, Comedy Programmes, Stand-up & Chat Shows, Stand-up Comedy",
80097771,A Very Secret Service,Arte,,,"At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.","Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine",13+ ,"Series, French TV Programmes, Comedy Programmes",
80198505,Aggretsuko,,,,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.","Kaolip, Komegumi Koiwasaki, Maki Tsuruta",13+ ,"Adult Animation, Anime, Anime Comedies, Anime Series, Series, Japanese Programmes",
80156387,Little Witch Academia,,,,"Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.","Megumi Han, Fumiko Orikasa, Michiyo Murase",7+ ,"Anime, Anime Fantasies, Anime Series, Series, Japanese Programmes",
80212301,Terrace House: Opening New Doors,"Fuji Television, Netflix",,,"A group of young people -- including a chef, a snowboarder and an ice hockey player -- gather in the Karuizawa woods while pursuing their dreams.","You, Reina Triendl, Yoshimi Tokui",13+ ,"Series, Japanese Programmes, Reality, Variety & Talk Shows, Asian Programmes",
80165247,72 Dangerous Animals: Latin America,,,,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",Bob Brisbane,13+ ,"Series, Australian TV Programmes, Documentary Programmes, Documentaries, Science & Nature Documentaries",
80225421,John Leguizamo's Latin History for Morons,,,This acclaimed show scored a Tony nomination for Best Play and helped earn Leguizamo a special Tony for his theater work.,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",John Leguizamo,16+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Aram Rappaport
80218656,Ravenous,,,,"As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.","Marc-André Grondin, Monia Chokri, Charlotte St-Martin",16+ ,"Critically-acclaimed Films, Award-winning Films, Horror Films",Robin Aubert
80146759,Tramps,,,,"Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.","Callum Turner, Grace Van Patten, Michal Vondel",16+ ,"Critically-acclaimed Films, Crime Films, Independent Films, Romantic Independent Films, Romantic Films",Adam Leon
81029884,The Sound of Your Heart: Reboot,,,Yuri from K-pop group Girls' Generation shows her comical side as Cho Seok's girlfriend Ae-bong.,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.","Sung Hoon, Kwon Yuri, Tae Hang-ho",13+ ,"Series, K-dramas, Korean Web Dramas, Asian Programmes, Comedy Programmes",
80179433,Maz Jobrani: Immigrant,,,"A prolific comedian and core member of the ""Axis of Evil"" tour, Jobrani has also acted in dozens of films and TV shows.","Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",Maz Jobrani,13+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Maz Jobrani
80211576,First Team: Juventus,,,,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,,7+ ,"Series, Italian TV Programmes, Documentary Programmes, Documentaries, Sports Documentaries",
81004322,Million Pound Menu,,,"Presenter Fred Sirieix is a renowned restaurant manager who also hosts the BBC's BAFTA-winning series ""First Dates.""",Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public -- and a panel of discerning U.K. investors.,,13+ ,"Series, Reality, Variety & Talk Shows, Food & Travel TV, British Programmes",
80146601,Somebody Feed Phil,,,,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",Philip Rosenthal,13+ ,"Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries, Travel & Adventure Documentaries",
80158670,Jeff Dunham: Relative Disaster,,,,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,Jeff Dunham,16+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Michael Simon
80223050,Forgotten,,,,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.","Kang Ha-neul, Kim Moo-yul, Na Young-hee",16+ ,"International Films, Korean Films, Crime Films, Crime Dramas, Dramas, Thrillers, Mind Game Thrillers, Crime Thrillers, Mysteries, Psychological Thrillers",Jang Hang-jun
80076467,Jimmy Carr: Funny Business,,,,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.,Jimmy Carr,16+ ,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",Sam Wrench
80158577,Pandora,,,,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.","Kim Nam-gil, Kim Joo-hyun, Jung Jin-young",16+ ,"International Films, Korean Films, Dramas, Social Issue Dramas, Thrillers",Park Jung-woo
80177346,Happy!,,,"Based on the graphic novel of the same name, ""Happy!"" stars Christopher Meloni of ""Law & Order: SVU.""",A boozy ex-cop turned hit man thinks he's losing his marbles when a cartoon unicorn only he can see urges him to rescue a girl kidnapped by Santa.,"Christopher Meloni, Lili Mirojnick, Glenn Wein",16+ ,"Series, TV Programmes based on Comics, American Programmes, Crime Programmes, Action & Adventure Programmes, Comedy Programmes",
80209866,Manhunt,,,"John Woo directs this remake of a classic 1976 Japanese thriller starring Ken Takakura, based on a novel by Juko Nishimura.",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei",16+ ,"International Films, Hong Kong Films, Crime Films, Action & Adventure, Action Thrillers, Crime Action & Adventure",John Woo
80184405,The Innocents,,,"Guy Pearce (""Memento"") joins young stars Sorcha Groundsell and Percelle Ascott in this gripping supernatural love story.",Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,"Sorcha Groundsell, Percelle Ascott, Guy Pearce",13+ ,"Teen Romance, Series, Teen Programmes, Romance Programmes, British Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",
80194671,The Climb,,,"Based on a book by Algerian-French writer Nadir Dendoune, who also set out to conquer Mount Everest with no training.",A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves -- and slowly becomes a media sensation.,"Ahmed Sylla, Alice Belaïdi, Kevin Razy",13+ ,"International Films, French Films, Action & Adventure, Adventures, Comedies, Romantic Comedies, Dramas, Dramas based on a book, Dramas based on real life, Romantic Dramas, Romantic Films, Romantic Films based on a book",Ludovic Bernard
80067942,Terrace House: Boys & Girls in the City,"Fuji Television, Netflix",,,"A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.","You, Reina Triendl, Ryota Yamasato",13+ ,"Series, Japanese Programmes, Reality, Variety & Talk Shows, Asian Programmes",
80115857,The Discovery,,,"Robert Redford, Jason Segel and Rooney Mara star in this sci-fi indie that premiered at the Sundance Film Festival.","A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.","Jason Segel, Rooney Mara, Robert Redford",16+ ,"Dramas, Independent Dramas, Romantic Dramas, Mysteries, Independent Films, Romantic Independent Films, Romantic Films, Sci-Fi & Fantasy",Charlie McDowell
80037278,Marseille,,,Stars Gérard Depardieu and Benoît Magimel have both won César Awards and attracted huge followings in France and beyond.,The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.,"Gérard Depardieu, Benoît Magimel, Nadia Farès",16+ ,"Series, French TV Programmes, Drama Programmes",
80213536,Mob Psycho 100,,,,"There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life.","Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda",13+ ,"Series, Japanese Programmes, TV Programmes based on Comics, Teen Programmes, Asian Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes, Comedy Programmes",
80123729,Paranoid,,,"Lesley Sharp (""Lucy"") and Kevin Doyle (""the ghost detective"") can also be seen together in Season 1 of ""Scott & Bailey.""","When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer.","Indira Varma, Robert Glenister, Dino Fetscher",16+ ,"Series, Crime Programmes, British Programmes, Drama Programmes",
80239666,Illang: The Wolf Brigade,Lewis Pictures[1],Warner Bros. Korea,"A much-anticipated reunion between director Kim Jee-woon and Jung Woo-sung, featuring Minho from K-pop group SHINee.","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.","Gang Dong-won, Han Hyo-joo, Jung Woo-sung",16+ ,"International Films, Korean Films, Action & Adventure, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Kim Jee-woon
80063989,Lost & Found Music Studios,"Family Channel, Netflix, CBBC",,"Trevor Tordjman, Victoria Baldesarra, Shane Harte, Levi Randall and others play their ""Next Step"" roles in this spinoff.","Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.","Victoria Baldesarra, Sarah Carmosino, Jordan Clark",7+ ,"Music & Musicals, Kids' Music, Series, Canadian TV Programmes, Kids’ Programmes, Drama Programmes",
80178564,My Only Love Song,Netflix,,"A ""We Got Married"" couple, Gong Seung-yeon and CNBLUE's Lee Jong-hyun star in this fantasy romcom.","When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.","Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim",16+ ,"Series, K-dramas, Romance Programmes, Asian Programmes, Comedy Programmes",
80095698,Dear White People,"
Code Red Films
Duly Noted
Homegrown Pictures
","
Lionsgate
Roadside Attractions
",Series creator Justin Simien wrote and directed the Independent Spirit Award-winning film of the same name.,"Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.","Logan Browning, Brandon P. Bell, DeRon Horton",16+ ,"Series, American Programmes, Drama Programmes, Comedy Programmes",
80117555,Seven Seconds,,,"Regina King won an Emmy for her role in this crime drama series from Veena Sud (""The Killing”).",The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.,"Clare-Hope Ashitey, Regina King, Beau Knapp",16+ ,"Series, Award-winning TV Programmes, American Programmes, Crime Programmes, Drama Programmes",
81011508,Life,,,"Lee Dong-wook (""Goblin"") and Cho Seung-woo (""Stranger"") star in this series from the writer of ""Stranger.""","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.","Lee Dong-wook, Cho Seung-woo, Won Jin-ah",13+ ,"Series, K-dramas, Asian Programmes, Drama Programmes",
80097225,Kiss Me First,,,,A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.,"Tallulah Haddon, Simona Brown, Matthew Beard",16+ ,"Series, TV Programmes based on Books, Teen Programmes, Crime Programmes, British Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes, Cyberpunk",
80161700,One More Time,,,,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,"L, So-hui Yoon, Kim Gi-du",13+ ,"Series, K-dramas, Romance Programmes, Asian Programmes, Drama Programmes",
80145143,Bordertown,,,"This moody crime series swept Finland's top TV awards, winning Best Drama, Best Actor and Best Actress.",A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,"Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo",16+ ,"Series, Crime Programmes, Drama Programmes, Mystery Programmes",
80988793,Cooking on High,Netflix,,,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges.","Josh Leyva, Ngaio Bealum",16+ ,"Series, Reality, Variety & Talk Shows, American Programmes, Food & Travel TV",
80122179,The Keepers,Netflix,,This riveting true-crime tale was nominated for an Emmy for Outstanding Documentary Series.,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Mystery Programmes, Crime Documentaries, Documentaries, Critically-acclaimed Documentaries, True Crime Documentaries, Historical Documentaries",
80174434,The Meyerowitz Stories (New and Selected),IAC FilmsScott Rudin Productions,Netflix,"Dustin Hoffman, Adam Sandler, Ben Stiller and Emma Thompson star in this nimble drama from Oscar nominee Noah Baumbach.",Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father -- and his fading legacy.,"Adam Sandler, Ben Stiller, Dustin Hoffman",16+ ,"Critically-acclaimed Films, Comedies, Dark Comedies, Dramas, Independent Dramas, Independent Films, Independent Comedies",Noah Baumbach
80019503,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,,,,"It's Christmas, and BoJack wants nothing to do with it. Then Todd shows up with a giant candy cane and an old ""Horsin' Around"" Christmas episode.","Will Arnett, Aaron Paul, Alison Brie",13+ ,"Animation, Adult Animation, Series, American Programmes, Comedy Programmes",
80098810,Sand Storm,,,This film won the World Cinema Grand Jury Prize for drama at Sundance and Best Picture from the Israeli Film Academy.,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy.","Lamis Ammar, Ruba Blal, Haitham Omari",13+ ,"Critically-acclaimed Films, International Films, Israeli Films, Award-winning Films, Dramas",Elite Zexer
80167498,Chris Rock: Tamborine,Jax Media,Netflix,,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",Chris Rock,16+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Bo Burnham
80185065,Inside the Criminal Mind,,,,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,,16+ ,"Series, German TV Programmes, Documentary Programmes, Crime Programmes, Crime Documentaries, Documentaries, True Crime Documentaries",
80199806,Gun City,"
Atresmedia Cine
Atresmedia
Axencia Galega das Industrias Culturais (AGADIC)
",Netflix,,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.","Luis Tosar, Michelle Jenner, Vicente Romero",16+ ,"International Films, Spanish Films, Crime Films, Gangster Films, Crime Dramas, Dramas, Political Dramas, Thrillers, Crime Thrillers, Political Thrillers",Dani de la Torre
80208337,La Mante,TF1,,,"Decades after her capture, a serial killer offers to help solve a string of copycat murders -- but only if her son, now a cop, will work by her side.","Carole Bouquet, Fred Testot, Pascal Demolon",16+ ,"Series, French TV Programmes, Crime Programmes, Drama Programmes, Mystery Programmes",
80134527,Win It All,"
Forager Films
Garrett Doubles Down
",Netflix,,"After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.","Jake Johnson, Aislinn Derbez, Joe Lo Truglio",16+ ,"Critically-acclaimed Films, Comedies, Romantic Comedies, Independent Films, Independent Comedies, Romantic Independent Films, Romantic Films, Romantic Favourites",Joe Swanberg
80195522,Wanted,,,This smart crime thriller was Australia's most-watched drama series of 2016.,Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.,"Rebecca Gibney, Geraldine Hakewill, Stephen Peacocke",16+ ,"Series, Australian TV Programmes, Crime Programmes, Drama Programmes",
80100937,I Don't Feel at Home in This World Anymore,"
Film Science
XYZ Films
",Netflix,Macon Blair's directorial debut took home the Grand Jury Prize at the 2017 Sundance Film Festival.,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,"Melanie Lynskey, Elijah Wood, David Yow",16+ ,"Critically-acclaimed Films, Award-winning Films, Crime Films, Crime Dramas, Dramas, Independent Dramas, Thrillers, Crime Thrillers, Independent Thrillers, Independent Films",Macon Blair
80176866,Man to Man,,,,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.","Park Hae-Jin, Park Sung-woong, Kim Min-joung",13+ ,"Series, K-dramas, Romance Programmes, Asian Programmes, Action & Adventure Programmes, Drama Programmes",Chang-Min Lee
80095988,Stretch Armstrong & the Flex Fighters,,,,Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.,"Scott Menville, Steven Yeun, Ogie Banks",7+ ,"Animation, Series, Kids’ Programmes, Superheroes, TV Cartoons",
80156857,In the Shadow of Iris,Wy ProductionsFrance 2 CinémaNexus FactoryuMedia,Universal Pictures France,"This thriller reunites Romain Duris and Charlotte Le Bon, who both appeared in Michel Gondry's quirky ""Mood Indigo.""","The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.","Romain Duris, Charlotte Le Bon, Jalil Lespert",16+ ,"International Films, French Films, Crime Films, Crime Dramas, Dramas, Thrillers, Crime Thrillers",Jalil Lespert
80191081,DreamWorks Home: For the Holidays,,,"Pop star Kelly Clarkson and actor Ben Schwartz (""Parks and Recreation"") guest star as animated versions of themselves.","Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.","Rachel Crow, Mark Whitten, Kelly Clarkson",All ,"Animation, Music & Musicals, Kids' Music, Children & Family Films, Films based on children's books, Comedies, Wacky Comedies",
80128096,Chef's Table: France,,,,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,,13+ ,"Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries",
80191680,White Gold,,,"This retro comedy stars Ed Westwick (""Gossip Girl"") and ""Inbetweeners"" alums James Buckley and Joe Thomas.","In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale -- including throwing honesty out the window.","Ed Westwick, James Buckley, Joe Thomas",16+ ,"Series, British Programmes, Comedy Programmes",
80988835,The Tribe,,,Won Best Film and Best Actress (Carmen Machi for her performance as Virginia) at the Monte-Carlo Comedy Film Festival.,"An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.","Paco León, Carmen Machi, Luis Bermejo",13+ ,"International Films, Spanish Films, Comedies, Wacky Comedies",Fernando Colomo
80201868,The Curious Creations of Christine McConnell,Netflix,,,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.","Christine McConnell, Colleen Smith, Adam Mayfield",13+ ,"Series, Reality, Variety & Talk Shows, American Programmes, Comedy Programmes",
80038296,Aziz Ansari Live at Madison Square Garden,,,"""Parks and Recreation"" star Aziz Ansari brings his stand-up comedy to a sold out crowd at iconic Madison Square Garden.","Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",Aziz Ansari,16+ ,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",Aziz Ansari
