Name	Actor	Genre	Directors	Maturity	Story-line	Popularity	Distributed_by	Production_Company,Name,Production_Company,Distributed_by,Popularity,Story-line,Actor,Maturity,Genre,Directors
80204460,Mubarakan,Sony Pictures Networks ProductionsCine1 StudiosMark Production,Sony Pictures Releasing,,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.","Anil Kapoor, Arjun Kapoor, Ileana D'Cruz",13+ ,"Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Anees Bazmee
80245408,Secret Superstar,Aamir Khan Productions,Zee Studios,,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,"Zaira Wasim, Meher Vij, Raj Arjun",13+ ,"Indian Films, Hindi-Language Films, Bollywood Films, Dramas",Advait Chandan
80225312,Undercover,,,,A major ecstasy producer living in luxury on the Dutch-Belgian border faces big changes when two undercover agents begin moving in on his operation.,,,"Series, Belgian TV Shows, Drama Programmes",
80997339,Sirius the Jaeger,,,,"In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy.","Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi",16+ ,"Anime, Anime Fantasies, Anime Action, Anime Series, Series, Japanese Programmes",
80237347,Go!Go! Cory Carson,,,,Join kid car Cory Carson on his adventures around the winding roads of childhood in Bumperton Hills! Based on the hit toy line Go! Go! Smart Wheels.,,,"Animation, Series, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",
80107989,Watership Down,,,"James McAvoy (“X-Men”), John Boyega (“Star Wars”) and Daniel Kaluuya (“Black Panther”) lend their voices to this epic tale.",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.,"James McAvoy, Nicholas Hoult, John Boyega",13+ ,"Animation, Adult Animation, Series, TV Programmes based on Books, British Programmes, Action & Adventure Programmes, Drama Programmes",Noam Murro
70111162,Fashion,,,Priyanka Chopra and Kangana Ranaut won acting awards from the International Indian Film Academy for their roles.,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse",16+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Bollywood Films, Award-winning Films, National Film Award-winning Films, Filmfare Award-winning Films, Dramas",Madhur Bhandarkar
80087078,Zindagi Gulzar Hai,Hum TV,,,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.","Sanam Saeed, Fawad Khan, Ayesha Omer",7+ ,"Series, TV Programmes based on Books, Romance Programmes, Drama Programmes",
80199393,Cursed,,,,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",,,"Series, American Programmes, Sci-Fi & Fantasy Programmes",
80214236,Over the Moon,,,,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess. Legendary animator Glen Keane directs.",,,"Animation, Music & Musicals, Kids' Music, Children & Family Films",
80244709,Ali's Wedding,Matchbox Productions,,,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.","Osamah Sami, Don Hany, Helana Sawires",16+ ,"Critically-acclaimed Films, Award-winning Films, Comedies, Romantic Comedies, Independent Films, Independent Comedies, Romantic Independent Films, Romantic Films, Romantic Favourites",Jeffrey Walker
80190279,The Indian Detective,CTV,,,"In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.","Russell Peters, Anupam Kher, Christina Cole",13+ ,"Series, Canadian TV Programmes, Crime Programmes, Drama Programmes, Mystery Programmes, Comedy Programmes",
80203147,To All the Boys I’ve Loved Before,,,"Lana Condor (""X-Men: Apocalypse"") and Noah Centineo star in this rom-com based on Jenny Han's best-selling YA novel.","When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.","Lana Condor, Noah Centineo, Janel Parrish",13+ ,"Hollywood Films, Teen Films, Teen Romance, Critically-acclaimed Films, Comedies, Romantic Comedies, Romantic Films, Romantic Films based on a book, Romantic Favourites",Susan Johnson
80245450,GHOUL,,,"Radhika Apte (""Sacred Games,"" ""Lust Stories"") and Manav Kaul (""Tumhari Sulu"") lead the cast of this horror-thriller series.","When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival.","Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee",16+ ,"Series, Hindi-Language TV Programmes, Indian Programmes, Drama Programmes, Horror Programmes",Patrick Graham
80155477,You Get Me,,,,"After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.","Bella Thorne, Halston Sage, Taylor John Smith",16+ ,"Hollywood Films, Teen Films, Dramas, Thrillers, Mind Game Thrillers",Brent Bonacorso
80236118,V-Wars,Netflix,,,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",Ian Somerhalder,16+ ,"Series, American Programmes, Action & Adventure Programmes, Horror Programmes, Sci-Fi & Fantasy Programmes",
80218108,Wizards: Tales of Arcadia,,,,"The trolls, aliens and wizards living in Arcadia face off in an apocalyptic battle for control of their magical world. Created by Guillermo del Toro.",,,"Series, Kids’ Programmes",
80079229,Kis Kisko Pyaar Karoon,United SevenAbbas-Mustan Films Production Pvt Ltd,Pooja Entertainment,,"A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend.","Kapil Sharma, Arbaaz Khan, Varun Sharma",7+ ,"Indian Films, Hindi-Language Films, Bollywood Films, Comedies, Wacky Comedies","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla"
70294790,Grand Masti,Maruti International,Eros International,,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.","Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani",13+ ,"Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Bollywood Films, Comedies",Indra Kumar
80209013,Mr. Iglesias,Netflix,,,Stand-up phenom Gabriel Iglesias stars in this series as a good-natured high school history teacher who tries to help gifted misfit kids.,,,"Series, American Programmes, Comedy Programmes",
80190519,Giri / Haji,,,,"Helped by a young Japanese-British hustler, a Tokyo sleuth searches London for his brother, who's involved with the Yakuza and wanted for murder.",,,"Series, Crime Programmes, British Programmes, Drama Programmes",
81016408,5 Star Christmas,,,,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","Massimo Ghini, Ricky Memphis, Martina Stella",13+ ,"International Films, Comedies, Dark Comedies",Marco Risi
80180171,Kingdom,,,,The deceased king rises and a mysterious plague begins to spread. The prince must face a new breed of enemies to unveil the evil and save his people.,,16+ ,"Period Pieces, Series, K-dramas, Korean Web Dramas, Asian Programmes, Action & Adventure Programmes, Drama Programmes",
80189898,Osmosis,,,,"In Paris of the near future, a dating app matches singles with their soul mates by mining their brain data. But decoding true love comes at a price.",,,"Series, French TV Programmes, Drama Programmes",
80217550,Sharkey The Bounty Hunter,,,,"Bounty hunter Sharkey tracks criminals across the galaxy in his converted, rocket-powered ice-cream truck -- with help from his 10-year-old partner.",,,Sci-Fi & Fantasy,
80220816,Jinn,,,,"When a girl accidentally releases a jinn in the form of a teenage boy, they learn they've also unleashed an ancient darkness that threatens the world.",,,"Series, Horror Programmes",
80992853,Ingress: The Animation,,,"Based on the eponymous location-enabled game created by the makers of the mobile augmented reality phenomenon, Pokémon GO.","After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.","Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama",16+ ,"Anime, Anime for Gamers, Anime based on a Video Game, Anime Action, Anime Sci-Fi, Anime Series, Series, Japanese Programmes, Crime Programmes, Cyberpunk",
80992787,revisions,,,,"When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.","Kouki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki",,"Anime, Cyborg & Robot Anime, Anime Action, Anime Sci-Fi, Anime Series, Series, Japanese Programmes",
80166467,Ellen DeGeneres: Relatable,,,"Ellen's “The Ellen DeGeneres Show"" is a 10-time Daytime Emmy winner for Outstanding Talk Show/Talk Show Entertainment.",Ellen DeGeneres's new stand-up special coming 2018.,Ellen DeGeneres,13+ ,"Stand-up & Chat Shows, Comedies, Stand-up Comedy","Joel Gallen, Tig Notaro"
80217066,Seis Manos (Working Title),,,,Three orphaned martial arts warriors join forces with a DEA agent and a Mexican Federale to avenge the death of their beloved mentor.,,,"Anime, Anime Series, Series, American Programmes",
80217769,Yummy Mummies,Seven Network (2017)7plus (2018–present),,,"Four wealthy, glamorous moms-to-be gossip, shop and pull out all the stops in preparation for their new arrivals.","Lorinska Merrington, Jane Scandizzo, Rachel Watts",13+ ,"Series, Australian TV Programmes, Reality, Variety & Talk Shows",
80233221,Followers,,,,"After an aspiring actress hits it big thanks to a candid Instagram, her life intersects with many other Tokyo women as they follow their dreams.",,,"Series, Japanese Programmes, Asian Programmes, Drama Programmes",
81004280,Memories of the Alhambra,tvN,,,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.","Hyun Bin, Park Shin-hye, Park Hoon",13+ ,"Series, K-dramas, Romance Programmes, Asian Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",
80207066,Flinch,,,,"Faced with various frightening and uncomfortable events, contestants in this game show had better not flinch -- or they'll suffer painful consequences.",,,"Series, Reality, Variety & Talk Shows, American Programmes",
80200549,The Central Park Five,Sundance SelectsWETAFlorentine FilmsPBSThe Central Park Five Film Project,Sundance Selects,,"Created, written and directed by Ava DuVernay, this series exposes the breakdown of the U.S. criminal justice system during the Central Park Five case.",,,"Series, Documentary Programmes, American Programmes, Documentaries",
80244340,Kid Cosmic,,,,"In this animated series from the creator of ""The Powerpuff Girls,"" an odd, imaginative boy acquires superpowers after finding five cosmic rings.",,,"Series, Kids’ Programmes",
80057281,Stranger Things,Netflix,,"This nostalgic nod to '80s sci-fi and horror classics has earned 31 Emmy nominations, including two for Outstanding Drama.","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.","Winona Ryder, David Harbour, Finn Wolfhard",16+ ,"Series, Award-winning TV Programmes, American Programmes, Teen Programmes, Sci-Fi & Fantasy Programmes",
80128722,Gerald's Game,,,"Based on a novel by Stephen King, this claustrophobic thriller stars Carla Gugino and Bruce Greenwood.","When her husband's sex game goes wrong, Jessie -- handcuffed to a bed in a remote lake house -- faces warped visions, dark secrets and a dire choice.","Carla Gugino, Bruce Greenwood, Henry Thomas",16+ ,"Hollywood Films, Critically-acclaimed Films, Thrillers, Psychological Thrillers, Horror Films",Mike Flanagan
80241855,Dirty John,,,,"Season 1 of this true crime anthology focuses on John Meehan, whose romance with Debra Newell spiraled into a twisted nightmare. Based on the podcast.",,,"Series, American Programmes, Crime Programmes, Drama Programmes",
81018634,Prince of Peoria: A Christmas Moose Miracle,,,,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry -- Emil insists the Christmas moose will save the day.","Gavin Lewis, Theodore Barnes, Shelby Simmons",7+ ,"Series, Kids’ Programmes, Comedy Programmes",
81001991,Altered Carbon (Anime),,,,"Dai Sato, the creative mind behind “Cowboy Bebop,” further explores and expands upon the “Altered Carbon” universe in this anime adaptation.",,,"Anime, Anime Sci-Fi, Anime Feature Films, International Films, Japanese Films, Sci-Fi & Fantasy",
81001412,Free Rein: The Twelve Neighs of Christmas,,,,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.","Jaylen Barron, Billy Angel, Manpreet Bambra",7+ ,"Series, British Programmes, Kids’ Programmes, Drama Programmes, Animal Tales",Marek Losey
70285730,Ugly,,,,"When a 10-year-old goes missing while her father, an actor, is out on an audition, the girl's stepfather -- Mumbai's police chief -- leads the search.","Rahul Bhatt, Ronit Roy, Tejaswini Kolhapure",16+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Bollywood Films, Award-winning Films, Crime Films, Crime Dramas, Dramas, Thrillers, Crime Thrillers, Mysteries",Anurag Kashyap
80159668,Maroon,,,,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.","Manav Kaul, Devyani Cm, Saurabh Sachdeva",16+ ,"Indian Films, Hindi-Language Films, Dramas, Thrillers, Psychological Thrillers",Pulkit
80123910,Madaari,"Paramhans Creations,EaseMyTrip & Saptarishi Cinevision",Pooja Entertainment,,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.","Irrfan Khan, Jimmy Shergill, Vishesh Bansal",13+ ,"Indian Films, Hindi-Language Films, Crime Films, Crime Dramas, Dramas, Thrillers, Crime Thrillers",Nishikant Kamat
80176716,Moh Maya Money,Delhi Talkies,,,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.","Ranvir Shorey, Neha Dhupia, Devendra Chowhan",13+ ,"Indian Films, Hindi-Language Films, Crime Films, Crime Dramas, Dramas, Thrillers, Crime Thrillers",Munish Bhardwaj
80205595,Always a Witch,,,,"After a witch time travels to avoid being burned at the stake, she must adjust to life in present day Cartagena ... but once a witch, always a witch.","Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos",13+ ,"Series, Colombian TV Shows, Teen Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",
80217664,Huck,,,,"Huck uses his special gifts to do good deeds, but when his secret is revealed, he winds up on a life-changing adventure. Based on Mark Millar's comics.",,,"International Films, Action & Adventure, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",
80217475,Murder Mountain,,,,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again.",,16+ ,"Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, True Crime Documentaries",
80108386,X: Past Is Present,Drishyam Films,,"Eleven directors collaborated on the film, each contributing a chapter that frames the story in flashbacks.","When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.","Rajat Kapoor, Anshuman Jha, Radhika Apte",16+ ,"Indian Films, Hindi-Language Films, Romantic Indian Films, Dramas, Romantic Dramas, Romantic Films, Steamy Romance","Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma"
80097355,Brahman Naman,,Netflix,,This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything -- except how to talk to women.,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad",16+ ,"Indian Films, Comedies, Independent Films, Independent Comedies",Qaushiq Mukherjee
80244953,Jupiter's Legacy,,,,"When a superhero seizes control of the government, the next generation of heroes must join the new regime or fight back. Based on Mark Millar's comics.",,,"Series, American Programmes, Sci-Fi & Fantasy Programmes",
80235135,Powder,,,,"Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law.","Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi",13+ ,"Series, Hindi-Language TV Programmes, Indian Programmes, Crime Programmes, Drama Programmes",
80204433,Lucknow Central,Emmay Entertainment,Viacom 18 Motion Pictures,,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.","Farhan Akhtar, Diana Penty, Ronit Roy",13+ ,"Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Bollywood Films, Crime Films, Crime Dramas, Dramas",Ranjit Tiwari
80239866,Sweet Magnolias,Netflix,,,"Maddie Townsend has a lot on her plate -- including three kids, a cheating husband and one unlikely suitor who has everyone in town talking.",,,"Series, American Programmes, Romance Programmes, Drama Programmes",
80182016,The King,,,,"Hal, a wayward prince, ascends the English throne upon his father’s death, and must navigate the palace snake pit, and inherited war and chaos.",,,Dramas,
70057541,American Pie Presents: The Naked Mile,"
Neo Art & Logic
Capital Arts Entertainment
","
Universal Studios Home Entertainment
Rogue Pictures
",,"Erik, the prude virgin cousin of Matt and Steve Stifler, comes out of his shell when he and his friends participate in a naked run on campus.","John White, Jessy Schram, Steve Talley",16+ ,"Teen Films, Comedies",Joe Nussbaum
80191046,ReMastered: The Miami Showband Massacre,,,,"Ambushed by Ulster loyalists, three members of the Miami Showband were killed in Northern Ireland in 1975. Was the crime linked to the government?",,16+ ,"Music & Musicals, Music & Concert Documentaries, Documentaries",Stuart Sender
80991142,Raise the Bar,,,,"In this animated series, a high school girl attempts to overcome the odds and become a champion weightlifter in the Olympics.",,,"Series, American Programmes, Teen Programmes, Drama Programmes",
80210995,Back with the Ex,Seven Network,,,"In a series of emotional reunions, four singles reconnect with their exes and attempt to reignite their romantic pasts.",,13+ ,"Series, Australian TV Programmes, Reality, Variety & Talk Shows, Romance Programmes",
80190086,The Hook Up Plan,,,"Stars Zita Hanrot (""Fatima""), Marc Ruchmann (""The Chalet""), Sabrina Ouazani (""Taxi 5""), Joséphine Draï (""If I Were a Boy"").","When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.","Marc Ruchmann, Zita Hanrot, Sabrina Ouazani",16+ ,"Series, French TV Programmes, Romance Programmes, Comedy Programmes",
80234731,Trash Truck,,,,"Six-year-old Hank and his best buddy -- a honking, snorting trash truck -- go on lots of fun adventures, from learning to fly to visiting the dentist.",,,"Animation, Kids' Music, Series, Kids’ Programmes, Little Kids TV, Little Kids, TV Cartoons",
80210736,Standup and Away! with Brian Regan,,,,Brian Regan blends live stand-up with sketches and audience interaction in this hybrid comedy series produced by Jerry Seinfeld.,,13+ ,"Series, American Programmes, Comedy Programmes, Stand-up & Chat Shows, Stand-up Comedy",
80244078,The Silence,,,,"On a train in Mumbai, 20-something Chini witnesses a horrific attack that triggers memories of a dark chapter from her youth. Based on a true story.","Raghuvir Yadav, Nagraj Manjule, Anjali Patil",16+ ,"Indian Films, Hindi-Language Films, Crime Films, Crime Dramas, Dramas",Gajendra Ahire
80994130,Garbage,,,,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,"Tanmay Dhanania, Trimala Adhikari, Satarupa Das",16+ ,"Indian Films, Hindi-Language Films, Dramas, Independent Dramas, Social Issue Dramas, Thrillers, Independent Thrillers, Independent Films",Qaushiq Mukherjee
80114155,Dukhtar,Zambeel Films  The Crew Films,Geo Films,,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,"Samiya Mumtaz, Mohib Mirza, Saleha Aref",13+ ,"Critically-acclaimed Films, Urdu Films, International Films, Dramas, Thrillers",Afia Nathaniel
80993495,Ajji,Yoodlee Films,"
PVR Pictures
Netflix
",,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.","Sushama Deshpande, Abhishek Banerjee, Smita Tambe",16+ ,"Indian Films, Hindi-Language Films, Dramas, Social Issue Dramas",Devashish Makhija
81002215,P Se PM Tak,,,,A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.,"Meenakshi Dixit, Indrajeet Soni, Bharat Jadhav",13+ ,"Indian Films, Hindi-Language Films, Comedies, Wacky Comedies, Dark Comedies, Slapstick Comedies",Kundan Shah
80038288,Umrika,,,Sundance Film Festival attendees selected this coming-of-age story as the best World Cinema drama in 2015.,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.","Suraj Sharma, Tony Revolori, Smita Tambe",16+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Award-winning Films, Dramas, Independent Dramas, Independent Films",Prashant Nair
81005454,Beyond the Clouds,,,,A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose",13+ ,"Indian Films, Hindi-Language Films, Dramas, Independent Dramas, Independent Films",Majid Majidi
80998890,Upstarts,,,,"Determined to ride the burgeoning wave of startup companies, three college graduates set out to change the world while making millions.",,,"Indian Films, Hindi-Language Films, Dramas",
80996957,Back Street Girls -GOKUDOLS-,,,,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.","Daisuke Ono, Satoshi Hino, Kazuyuki Okitsu",16+ ,"Anime, Anime based on Comics, Anime Comedies, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics",
81014988,Once Again,,,,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.","Shefali Shah, Neeraj Kabi, Rasika Dugal",7+ ,"Indian Films, Hindi-Language Films, Dramas, Independent Dramas, Independent Films",Kanwal Sethi
81018240,Kuchh Bheege Alfaaz,,,,"After accidentally connecting over the Internet, two strangers form a tight friendship -- not knowing they already share a bond.","Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari",13+ ,"Indian Films, Hindi-Language Films, Romantic Indian Films, Dramas, Independent Dramas, Romantic Dramas, Independent Films, Romantic Independent Films, Romantic Films",Onir
70113305,Dev.D,UTV Spotboy,UTV Motion Pictures,,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.","Abhay Deol, Mahie Gill, Kalki Koechlin",16+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Award-winning Films, National Film Award-winning Films, Filmfare Award-winning Films, Dramas, Dramas based on a book, Romantic Dramas, Romantic Films, Romantic Films based on a book",Anurag Kashyap
80204451,BAKI,,,,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.","Nobunaga Shimazaki, Takayuki Sugo, Bin Shimada",16+ ,"Anime, Anime based on Comics, Anime Action, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics",
80217665,American Jesus,,,,A 12-year-old boy learns he's returned as Jesus Christ in a final effort to save mankind and must step into his destiny. Based on Mark Millar's comic.,,,"Series, American Programmes, Drama Programmes",
80191049,ReMastered: Devil at the Crossroads,,,,"Robert Johnson was one of the most influential blues guitarists ever. Even before his early death, fans wondered if he'd made a pact with the Devil.",,,"Music & Musicals, Music & Concert Documentaries, Documentaries",
80193549,Second City Television Special (Working Title),,,,"Martin Scorsese directs this Netflix original comedy special exploring the enduring legacy of Emmy-winning sketch comedy show ""SCTV.""",,,Comedies,
80238565,Derry Girls,Channel 4,,,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.","Saoirse-Monica Jackson, Louisa Harland, Nicola Coughlan",16+ ,"Series, Teen Programmes, British Programmes, Comedy Programmes",
80187030,The Innocent Man,,,,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.",John Grisham,16+ ,"Series, TV Programmes based on Books, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, True Crime Documentaries, Social & Cultural Documentaries",
80207124,7 Days Out,,,,This docuseries captures the excitement and drama that play out behind the scenes in the days leading up to major live events like the Kentucky Derby.,,13+ ,"Series, Documentary Programmes, American Programmes, Documentaries",
81023023,The Casketeers,,,,Follow funeral directors Francis and Kaiora Tipene and their quirky employees as they help families cope with loss in this heartfelt docuseries.,,13+ ,"Series, Reality, Variety & Talk Shows",
80997338,Hi Score Girl,,,,"A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade -- and it’s his rich classmate, Akira.","Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose",13+ ,"Anime, Anime for Gamers, Anime based on Comics, Romance Anime, Anime Comedies, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics, Romance Programmes",
80185375,A Twelve Year Night,,,,"Three political prisoners, including future president of Uruguay José Mujica, are held in clandestine captivity by Uruguay’s military dictatorship.","Antonio de la Torre, Chino Darín, Alfonso Tort",13+ ,"International Films, Latin American Films, Dramas, Biographical Dramas, Dramas based on a book, Dramas based on real life, Military Dramas, Political Dramas",Álvaro Brechner
80204890,Untitled Formula 1 Project,,,,"The speed, the pressure, the competition. Experience the world of Formula 1's drivers and owners, from the cockpit to the management office.",,,"Series, Reality, Variety & Talk Shows, American Programmes",
80191044,ReMastered: Who Killed Jam Master Jay?,,,,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,,13+ ,"Music & Musicals, Music & Concert Documentaries, Crime Films, Crime Documentaries, Documentaries, True Crime Documentaries",Brian Oakes
70229498,Players,,,,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.","Vinod Khanna, Abhishek Bachchan, Bobby Deol",13+ ,"Indian Films, Hindi-Language Films, Bollywood Films, Crime Films, Heist Films, Action & Adventure, Action Thrillers, Crime Action & Adventure","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla"
70211475,Bodyguard,,,,"Irritated by her bodyguard, wealthy Divya invents a phony secret admirer to distract him with calls. But her father thinks the bodyguard is her lover.","Salman Khan, Kareena Kapoor, Raj Babbar",13+ ,"Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Crime Films, Gangster Films, Crime Comedies, Action & Adventure, Action Comedies, Crime Action & Adventure, Comedies, Romantic Comedies, Romantic Films, Romantic Favourites",Siddique
80156935,One 2 Ka 4,Glamour Films,Dreamz Unlimited,,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.","Shah Rukh Khan, Juhi Chawla, Jackie Shroff",13+ ,"Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Bollywood Films, Crime Films, Crime Dramas, Crime Comedies, Action & Adventure, Action Comedies, Crime Action & Adventure, Comedies, Dramas",Shashilal K. Nair
80237957,Avatar The Last Airbender,Nickelodeon,,,"Long ago, the four nations lived in harmony. Then, everything changed. The animated show's original creators helm a live-action take on Aang's story.",,,"Series, Kids’ Programmes",
70303496,PK,,,"Bollywood icon Aamir Khan and ""3 Idiots"" director Rajkumar Hirani reteam in this gentle satire on idol worship in India.","When a naïve alien stranded on Earth is told to pray for a way home, his search for god reveals the follies of blind faith in organized religion.","Aamir Khan, Anuskha Sharma, Sanjay Dutt",13+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Award-winning Films, Filmfare Award-winning Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films, Romantic Favourites, Sci-Fi & Fantasy, Fantasy",Rajkumar Hirani
70087087,Taare Zameen Par,,Aamir Khan Productions,,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.","Aamir Khan, Darsheel Safary, Tanay Chheda",13+ ,"Critically-acclaimed Films, Indian Films, Hindi-Language Films, Bollywood Films, Award-winning Films, National Film Award-winning Films, Filmfare Award-winning Films, Dramas",Aamir Khan
60020906,Lagaan,Aamir Khan Productions,Sony Pictures NetworksZee Network,,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.","Aamir Khan, Gracy Singh, Rachel Shelley",13+ ,"Period Pieces, Critically-acclaimed Films, Music & Musicals, Indian Musicals, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Award-winning Films, National Film Award-winning Films, Filmfare Award-winning Films, Dramas, Romantic Dramas, Sports Dramas, Sports Films, Romantic Films, Romantic Favourites",Ashutosh Gowariker
